"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"BAYEUX";"R$ 104,33";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"BAYEUX";"R$ 104,33";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"BAYEUX";"R$ 104,33";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"GADO BRAVO";"R$ 276,36";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"GADO BRAVO";"R$ 276,36";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CABEDELO";"R$ 509,45";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 596,87";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 596,87";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 596,87";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"MARIZÓPOLIS";"R$ 639,56";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"MARIZÓPOLIS";"R$ 639,56";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"MARIZÓPOLIS";"R$ 639,56";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CABEDELO";"R$ 692,84";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CABEDELO";"R$ 692,84";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CAPIM";"R$ 938,95";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CAPIM";"R$ 938,95";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"CAPIM";"R$ 938,95";
"08/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"VISTA SERRANA";"R$ 1.168,22";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"VISTA SERRANA";"R$ 1.168,22";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"VISTA SERRANA";"R$ 1.168,22";
"09/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"SÃO BENTINHO";"R$ 1.199,15";
"07/2016";"Legais, Voluntárias e Específicas";"0969 - APOIO AO TRANSPORTE ESCOLAR NA EDUCACAO BASICA";"PNATE";"Administração Pública Municipal";"PB";"SÃO BENTINHO";"R$ 1.199,15";
