"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"POCINHOS";"R$ 254,54";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"CATOLÉ DO ROCHA";"R$ 3.637,51";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SOLEDADE";"R$ 5.126,78";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"MAMANGUAPE";"R$ 6.221,08";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";"R$ 9.990,79";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"JUAZEIRINHO";"R$ 10.056,48";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"PUXINANÃ";"R$ 10.201,97";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS RAMOS";"R$ 10.342,17";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"PEDRO RÉGIS";"R$ 10.745,49";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SANTO ANDRÉ";"R$ 10.970,70";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"BOM JESUS";"R$ 11.238,96";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SANTA HELENA";"R$ 11.625,90";
"01/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"GADO BRAVO";"R$ 11.884,93";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"JUAREZ TÁVORA";"R$ 12.189,99";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"TAPEROÁ";"R$ 13.713,38";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"MONTADAS";"R$ 13.926,67";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"CABACEIRAS";"R$ 14.322,32";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"MOGEIRO";"R$ 16.731,15";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"TENÓRIO";"R$ 16.916,70";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"MALTA";"R$ 17.465,77";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SÃO SEBASTIÃO DO UMBUZEIRO";"R$ 18.252,72";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"PILÕEZINHOS";"R$ 19.086,88";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"OURO VELHO";"R$ 19.952,97";
"01/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SOBRADO";"R$ 20.112,95";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SÃO BENTINHO";"R$ 21.495,01";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SANTA LUZIA";"R$ 21.995,90";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"DONA INÊS";"R$ 22.514,65";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"NAZAREZINHO";"R$ 22.858,07";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SÃO DOMINGOS";"R$ 23.676,92";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"CATURITÉ";"R$ 26.463,96";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"MARCAÇÃO";"R$ 27.344,10";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"PASSAGEM";"R$ 28.680,76";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"SÃO FRANCISCO";"R$ 28.776,43";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"PIRPIRITUBA";"R$ 29.484,60";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"RIACHÃO DO BACAMARTE";"R$ 29.528,01";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"CONGO";"R$ 30.169,43";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"CACIMBA DE DENTRO";"R$ 30.293,81";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"RIACHÃO DO POÇO";"R$ 30.578,94";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"LASTRO";"R$ 30.739,64";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"RIACHO DE SANTO ANTÔNIO";"R$ 30.818,24";
"02/2016";"Legais, Voluntárias e Específicas";"8790 - APOIO A ALFABETIZACAO E A EDUCACAO DE JOVENS E ADULTOS";"Sem informação";"Administração Pública Municipal";"PB";"JOCA CLAUDINO";"R$ 31.133,87";
