"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"05/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"JURU";"R$ 615,00";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"JURIPIRANGA";"R$ 1.596,95";
"05/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"SANTANA DE MANGUEIRA";"R$ 1.850,90";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"CABACEIRAS";"R$ 2.159,76";
"03/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"JURU";"R$ 2.220,00";
"03/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"SALGADINHO";"R$ 2.886,00";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"MATO GROSSO";"R$ 3.277,95";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"SERRA GRANDE";"R$ 3.327,68";
"10/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"JOCA CLAUDINO";"R$ 6.688,60";
"03/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DO BONFIM";"R$ 6.993,00";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"SERTÃOZINHO";"R$ 7.848,48";
"06/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"BONITO DE SANTA FÉ";"R$ 8.325,00";
"05/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"BOA VENTURA";"R$ 8.508,00";
"05/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"LOGRADOURO";"R$ 9.894,00";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"PEDRO RÉGIS";"R$ 10.783,68";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"BERNARDINO BATISTA";"R$ 13.204,00";
"05/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"POMBAL";"R$ 14.020,49";
"12/2017";"Legais, Voluntárias e Específicas";"20RP - APOIO A INFRAESTRUTURA PARA A EDUCACAO BASICA";"Sem informação";"Administração Pública Municipal";"PB";"NATUBA";"R$ 15.144,76";
