"Mês/Ano";"Tipo";"Ação Orçamentária";"Linguagem Cidadã";"Tipo de Favorecido";"UF";"Município";"Valor Transferido";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LIVRAMENTO";"R$ 18.594,15";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"PEDRO RÉGIS";"R$ 35.815,04";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"SANTO ANDRÉ";"R$ 35.815,04";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 35.815,04";
"07/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 35.815,04";
"10/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"MALTA";"R$ 35.815,04";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"ALAGOINHA";"R$ 35.815,04";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LIVRAMENTO";"R$ 37.188,30";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"SANTO ANDRÉ";"R$ 47.753,39";
"10/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LAGOA SECA";"R$ 54.554,27";
"10/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"BOQUEIRÃO";"R$ 54.554,27";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"ESPERANÇA";"R$ 54.554,27";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"BOQUEIRÃO";"R$ 54.554,27";
"07/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LAGOA SECA";"R$ 54.585,73";
"07/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"SANTO ANDRÉ";"R$ 66.974,13";
"07/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"SUMÉ";"R$ 67.623,99";
"05/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LIVRAMENTO";"R$ 68.178,55";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"ESPERANÇA";"R$ 70.011,31";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"JOÃO PESSOA";"R$ 83.023,10";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"ALAGOA NOVA";"R$ 90.804,34";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"ALHANDRA";"R$ 90.923,78";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"ALAGOINHA";"R$ 92.760,96";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"SÃO JOSÉ DOS RAMOS";"R$ 95.506,78";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 95.506,78";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"SÃO SEBASTIÃO DE LAGOA DE ROÇA";"R$ 104.890,89";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"CAMPINA GRANDE";"R$ 104.890,89";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"PEDRAS DE FOGO";"R$ 104.890,89";
"10/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"CUITEGI";"R$ 107.421,27";
"08/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LAGOA SECA";"R$ 109.108,54";
"05/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"LAGOA SECA";"R$ 113.472,88";
"05/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"TEIXEIRA";"R$ 145.478,05";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"GUARABIRA";"R$ 160.046,06";
"12/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"BOA VISTA";"R$ 167.136,86";
"10/2017";"Legais, Voluntárias e Específicas";"12KU - APOIO A IMPLANTACAO DE ESCOLAS PARA EDUCACAO INFANTIL";"Sem informação";"Administração Pública Municipal";"PB";"PATOS";"R$ 168.978,99";
